Match_ID,Season,Team1,Team2,Stadium,City,Stadium_Capacity,Team_Popularity_Index,Match_Stage,Rivalry_Match,Day_of_Week,City_Income_Index,Avg_Ticket_Price,Tickets_Sold
241,2023,LSG,MI,M. Chinnaswamy Stadium,Bangalore,40000,8.9,League,0,Thursday,8.8,3911,40000
242,2023,DC,PBKS,Rajiv Gandhi Stadium,Hyderabad,39000,7.65,League,0,Wednesday,7.4,2082,39000
243,2023,GT,CSK,Arun Jaitley Stadium,Delhi,41000,9.1,League,0,Monday,7.9,2360,41000
244,2023,LSG,PBKS,Narendra Modi Stadium,Ahmedabad,132000,7.85,League,0,Tuesday,7.2,2818,101836
245,2023,LSG,MI,Wankhede Stadium,Mumbai,33000,8.9,League,0,Wednesday,9,2065,33000
246,2023,RCB,RR,Narendra Modi Stadium,Ahmedabad,132000,8.75,League,0,Monday,7.2,1231,98995
247,2023,PBKS,DC,Eden Gardens,Kolkata,65000,7.65,League,0,Thursday,7.5,3381,60084
248,2023,KKR,GT,Arun Jaitley Stadium,Delhi,41000,8.65,League,0,Thursday,7.9,4239,41000
249,2023,MI,DC,Wankhede Stadium,Mumbai,33000,8.7,League,0,Monday,9,2482,33000
250,2023,LSG,DC,Sawai Mansingh Stadium,Jaipur,30000,8,League,0,Wednesday,7.1,1671,30000
251,2023,DC,MI,Arun Jaitley Stadium,Delhi,41000,8.7,League,0,Sunday,7.9,3731,41000
252,2023,PBKS,SRH,M. Chinnaswamy Stadium,Bangalore,40000,7.7,League,0,Sunday,8.8,1633,40000
253,2023,KKR,DC,Sawai Mansingh Stadium,Jaipur,30000,8.3,Playoffs,0,Monday,7.1,2821,30000
254,2023,RR,SRH,MA Chidambaram Stadium,Chennai,50000,7.95,League,0,Sunday,7.8,1888,50000
255,2023,CSK,GT,M. Chinnaswamy Stadium,Bangalore,40000,9.1,Playoffs,0,Friday,8.8,1994,40000
256,2023,SRH,LSG,Eden Gardens,Kolkata,65000,8.05,League,0,Monday,7.5,1799,63627
257,2023,RR,KKR,Eden Gardens,Kolkata,65000,8.4,League,0,Sunday,7.5,4309,65000
258,2023,CSK,RCB,Rajiv Gandhi Stadium,Hyderabad,39000,9.6,League,1,Sunday,7.4,3509,39000
259,2023,LSG,PBKS,Arun Jaitley Stadium,Delhi,41000,7.85,League,0,Tuesday,7.9,3001,41000
260,2023,CSK,PBKS,Rajiv Gandhi Stadium,Hyderabad,39000,8.6,League,0,Sunday,7.4,2325,39000
261,2023,LSG,MI,Arun Jaitley Stadium,Delhi,41000,8.9,Playoffs,0,Monday,7.9,2471,41000
262,2023,PBKS,LSG,Wankhede Stadium,Mumbai,33000,7.85,League,0,Wednesday,9,2375,33000
263,2023,CSK,LSG,Sawai Mansingh Stadium,Jaipur,30000,8.95,League,0,Friday,7.1,3470,30000
264,2023,MI,PBKS,MA Chidambaram Stadium,Chennai,50000,8.55,League,0,Friday,7.8,3148,50000
265,2023,GT,RCB,Wankhede Stadium,Mumbai,33000,9,League,0,Monday,9,2606,33000
266,2023,CSK,GT,Eden Gardens,Kolkata,65000,9.1,League,0,Tuesday,7.5,4098,60847
267,2023,PBKS,LSG,Eden Gardens,Kolkata,65000,7.85,League,0,Wednesday,7.5,2358,65000
268,2023,DC,LSG,Arun Jaitley Stadium,Delhi,41000,8,League,0,Sunday,7.9,3784,41000
269,2023,SRH,CSK,Arun Jaitley Stadium,Delhi,41000,8.8,League,0,Friday,7.9,3978,41000
270,2023,DC,RR,Narendra Modi Stadium,Ahmedabad,132000,7.9,League,0,Wednesday,7.2,1533,99063
271,2023,LSG,RCB,Arun Jaitley Stadium,Delhi,41000,8.85,League,0,Saturday,7.9,4060,41000
272,2023,DC,RCB,M. Chinnaswamy Stadium,Bangalore,40000,8.65,League,0,Friday,8.8,2742,40000
273,2023,SRH,RCB,M. Chinnaswamy Stadium,Bangalore,40000,8.7,League,0,Friday,8.8,2682,40000
274,2023,MI,SRH,Narendra Modi Stadium,Ahmedabad,132000,8.75,League,0,Tuesday,7.2,2599,99219
275,2023,PBKS,KKR,MA Chidambaram Stadium,Chennai,50000,8.15,League,0,Tuesday,7.8,1516,50000
276,2023,RR,CSK,Wankhede Stadium,Mumbai,33000,8.85,League,0,Sunday,9,3731,33000
277,2023,RCB,DC,Eden Gardens,Kolkata,65000,8.65,League,0,Tuesday,7.5,4037,64291
278,2023,LSG,RCB,Rajiv Gandhi Stadium,Hyderabad,39000,8.85,League,0,Thursday,7.4,2692,39000
279,2023,KKR,PBKS,Narendra Modi Stadium,Ahmedabad,132000,8.15,League,0,Tuesday,7.2,3387,96630
280,2023,KKR,RR,Rajiv Gandhi Stadium,Hyderabad,39000,8.4,League,0,Wednesday,7.4,3978,39000
281,2023,LSG,PBKS,Rajiv Gandhi Stadium,Hyderabad,39000,7.85,League,0,Sunday,7.4,2764,39000
282,2023,GT,LSG,Sawai Mansingh Stadium,Jaipur,30000,8.35,League,0,Sunday,7.1,2017,30000
283,2023,LSG,RCB,Narendra Modi Stadium,Ahmedabad,132000,8.85,League,0,Saturday,7.2,3168,113065
284,2023,SRH,GT,M. Chinnaswamy Stadium,Bangalore,40000,8.2,Playoffs,0,Sunday,8.8,1710,40000
285,2023,RR,CSK,Eden Gardens,Kolkata,65000,8.85,League,0,Thursday,7.5,3302,65000
286,2023,RCB,DC,M. Chinnaswamy Stadium,Bangalore,40000,8.65,League,0,Sunday,8.8,3047,40000
287,2023,SRH,MI,Sawai Mansingh Stadium,Jaipur,30000,8.75,League,0,Thursday,7.1,3256,30000
288,2023,SRH,KKR,Sawai Mansingh Stadium,Jaipur,30000,8.35,League,0,Wednesday,7.1,2119,30000
289,2023,MI,SRH,M. Chinnaswamy Stadium,Bangalore,40000,8.75,League,0,Sunday,8.8,1798,40000
290,2023,RCB,MI,Narendra Modi Stadium,Ahmedabad,132000,9.55,League,1,Saturday,7.2,1768,107688
291,2023,PBKS,LSG,Wankhede Stadium,Mumbai,33000,7.85,League,0,Monday,9,2248,33000
292,2023,KKR,RCB,Sawai Mansingh Stadium,Jaipur,30000,9.15,League,1,Sunday,7.1,2380,30000
293,2023,KKR,RR,M. Chinnaswamy Stadium,Bangalore,40000,8.4,League,0,Tuesday,8.8,2919,40000
294,2023,LSG,PBKS,M. Chinnaswamy Stadium,Bangalore,40000,7.85,League,0,Sunday,8.8,3247,40000
295,2023,LSG,GT,Wankhede Stadium,Mumbai,33000,8.35,Playoffs,0,Friday,9,2190,33000
296,2023,RCB,RR,Sawai Mansingh Stadium,Jaipur,30000,8.75,League,0,Friday,7.1,2645,30000
297,2024,KKR,DC,Eden Gardens,Kolkata,65000,8.3,League,0,Friday,7.5,2677,65000
298,2024,CSK,GT,Wankhede Stadium,Mumbai,33000,9.1,League,0,Sunday,9,3125,33000
299,2024,MI,DC,Arun Jaitley Stadium,Delhi,41000,8.7,League,0,Saturday,7.9,1266,41000
300,2024,SRH,CSK,Arun Jaitley Stadium,Delhi,41000,8.8,League,0,Saturday,7.9,3891,41000
301,2024,CSK,SRH,Eden Gardens,Kolkata,65000,8.8,League,0,Wednesday,7.5,3436,62301
302,2024,SRH,RCB,Rajiv Gandhi Stadium,Hyderabad,39000,8.7,League,0,Saturday,7.4,1946,39000
303,2024,RCB,CSK,Rajiv Gandhi Stadium,Hyderabad,39000,9.6,League,1,Wednesday,7.4,2025,39000
304,2024,MI,KKR,Wankhede Stadium,Mumbai,33000,9.2,League,0,Wednesday,9,3311,33000
305,2024,DC,GT,Rajiv Gandhi Stadium,Hyderabad,39000,8.15,League,0,Monday,7.4,4285,39000
306,2024,KKR,RR,Arun Jaitley Stadium,Delhi,41000,8.4,League,0,Sunday,7.9,3885,41000
307,2024,SRH,RR,M. Chinnaswamy Stadium,Bangalore,40000,7.95,League,0,Thursday,8.8,2838,40000
308,2024,PBKS,DC,Arun Jaitley Stadium,Delhi,41000,7.65,League,0,Thursday,7.9,4034,41000
309,2024,PBKS,SRH,Narendra Modi Stadium,Ahmedabad,132000,7.7,League,0,Saturday,7.2,2938,103103
310,2024,CSK,DC,Eden Gardens,Kolkata,65000,8.75,Playoffs,0,Wednesday,7.5,2515,65000
311,2024,CSK,LSG,Arun Jaitley Stadium,Delhi,41000,8.95,League,0,Wednesday,7.9,3026,41000
312,2024,LSG,DC,Eden Gardens,Kolkata,65000,8,League,0,Wednesday,7.5,3031,65000
313,2024,MI,SRH,Sawai Mansingh Stadium,Jaipur,30000,8.75,League,0,Saturday,7.1,4441,30000
314,2024,MI,CSK,Sawai Mansingh Stadium,Jaipur,30000,9.65,League,1,Friday,7.1,4481,30000
315,2024,RCB,MI,Eden Gardens,Kolkata,65000,9.55,League,1,Monday,7.5,1717,65000
316,2024,CSK,KKR,Arun Jaitley Stadium,Delhi,41000,9.25,League,1,Thursday,7.9,3523,41000
317,2024,MI,RCB,Rajiv Gandhi Stadium,Hyderabad,39000,9.55,League,1,Wednesday,7.4,3018,39000
318,2024,CSK,RCB,Arun Jaitley Stadium,Delhi,41000,9.6,League,1,Wednesday,7.9,3860,41000
319,2024,RR,KKR,M. Chinnaswamy Stadium,Bangalore,40000,8.4,League,0,Saturday,8.8,1962,40000
320,2024,PBKS,GT,Sawai Mansingh Stadium,Jaipur,30000,8,Playoffs,0,Monday,7.1,2272,30000
321,2024,RR,PBKS,MA Chidambaram Stadium,Chennai,50000,7.75,League,0,Saturday,7.8,3211,50000
322,2024,KKR,CSK,Eden Gardens,Kolkata,65000,9.25,League,1,Thursday,7.5,1907,65000
323,2024,PBKS,CSK,Arun Jaitley Stadium,Delhi,41000,8.6,League,0,Saturday,7.9,1465,41000
324,2024,GT,LSG,Narendra Modi Stadium,Ahmedabad,132000,8.35,League,0,Sunday,7.2,1845,116892
325,2024,RCB,SRH,MA Chidambaram Stadium,Chennai,50000,8.7,League,0,Tuesday,7.8,4444,50000
326,2024,RCB,KKR,Rajiv Gandhi Stadium,Hyderabad,39000,9.15,League,1,Wednesday,7.4,3469,39000
327,2024,LSG,SRH,Rajiv Gandhi Stadium,Hyderabad,39000,8.05,Playoffs,0,Tuesday,7.4,3706,39000
328,2024,CSK,LSG,Narendra Modi Stadium,Ahmedabad,132000,8.95,League,0,Saturday,7.2,4144,106658
329,2024,PBKS,GT,Sawai Mansingh Stadium,Jaipur,30000,8,League,0,Sunday,7.1,3554,30000
330,2024,CSK,RCB,Arun Jaitley Stadium,Delhi,41000,9.6,League,1,Thursday,7.9,3108,41000
331,2024,GT,SRH,Eden Gardens,Kolkata,65000,8.2,Playoffs,0,Saturday,7.5,3607,65000
332,2024,RCB,LSG,Sawai Mansingh Stadium,Jaipur,30000,8.85,Playoffs,0,Sunday,7.1,1426,30000
333,2024,CSK,GT,Eden Gardens,Kolkata,65000,9.1,League,0,Tuesday,7.5,1863,65000
334,2024,SRH,KKR,Arun Jaitley Stadium,Delhi,41000,8.35,Playoffs,0,Wednesday,7.9,1523,41000
335,2024,RR,KKR,Narendra Modi Stadium,Ahmedabad,132000,8.4,League,0,Saturday,7.2,2440,108775
336,2024,LSG,GT,M. Chinnaswamy Stadium,Bangalore,40000,8.35,Playoffs,0,Saturday,8.8,1890,40000
337,2024,LSG,RCB,Eden Gardens,Kolkata,65000,8.85,League,0,Sunday,7.5,3508,65000
338,2024,MI,LSG,M. Chinnaswamy Stadium,Bangalore,40000,8.9,League,0,Saturday,8.8,4358,40000
339,2024,LSG,RR,MA Chidambaram Stadium,Chennai,50000,8.1,Final,0,Thursday,7.8,3731,50000
340,2024,MI,PBKS,Narendra Modi Stadium,Ahmedabad,132000,8.55,League,0,Thursday,7.2,2203,95424
341,2024,DC,RR,Rajiv Gandhi Stadium,Hyderabad,39000,7.9,League,0,Saturday,7.4,1445,39000
342,2024,RCB,PBKS,Sawai Mansingh Stadium,Jaipur,30000,8.5,League,0,Thursday,7.1,2035,30000
343,2024,SRH,RCB,Arun Jaitley Stadium,Delhi,41000,8.7,League,0,Saturday,7.9,2614,41000
344,2024,DC,RCB,Arun Jaitley Stadium,Delhi,41000,8.65,Playoffs,0,Friday,7.9,1634,41000
345,2024,SRH,KKR,Rajiv Gandhi Stadium,Hyderabad,39000,8.35,League,0,Wednesday,7.4,3041,39000
346,2024,KKR,RCB,M. Chinnaswamy Stadium,Bangalore,40000,9.15,League,1,Wednesday,8.8,2773,40000
347,2024,LSG,DC,MA Chidambaram Stadium,Chennai,50000,8,League,0,Sunday,7.8,2541,50000
348,2024,LSG,SRH,MA Chidambaram Stadium,Chennai,50000,8.05,League,0,Thursday,7.8,3308,50000
349,2024,PBKS,LSG,Narendra Modi Stadium,Ahmedabad,132000,7.85,League,0,Monday,7.2,1568,93256
350,2024,DC,GT,Rajiv Gandhi Stadium,Hyderabad,39000,8.15,League,0,Tuesday,7.4,3589,39000
351,2024,SRH,MI,Wankhede Stadium,Mumbai,33000,8.75,League,0,Thursday,9,3647,33000
352,2024,PBKS,RR,Wankhede Stadium,Mumbai,33000,7.75,League,0,Thursday,9,1748,33000
353,2024,RR,SRH,Sawai Mansingh Stadium,Jaipur,30000,7.95,League,0,Monday,7.1,2840,30000
354,2024,MI,GT,MA Chidambaram Stadium,Chennai,50000,9.05,League,0,Friday,7.8,2382,50000
355,2024,CSK,DC,Rajiv Gandhi Stadium,Hyderabad,39000,8.75,Playoffs,0,Wednesday,7.4,3752,39000
356,2024,LSG,CSK,Eden Gardens,Kolkata,65000,8.95,League,0,Thursday,7.5,2728,63249
357,2024,SRH,GT,Arun Jaitley Stadium,Delhi,41000,8.2,League,0,Tuesday,7.9,3667,41000
358,2024,GT,DC,Wankhede Stadium,Mumbai,33000,8.15,League,0,Monday,9,1761,33000
359,2024,SRH,PBKS,Rajiv Gandhi Stadium,Hyderabad,39000,7.7,League,0,Friday,7.4,3311,39000
360,2024,RCB,SRH,Arun Jaitley Stadium,Delhi,41000,8.7,League,0,Thursday,7.9,3725,41000
361,2024,RR,SRH,Rajiv Gandhi Stadium,Hyderabad,39000,7.95,Final,0,Wednesday,7.4,3145,39000
362,2024,MI,SRH,Arun Jaitley Stadium,Delhi,41000,8.75,League,0,Thursday,7.9,3590,41000
363,2024,RR,MI,Rajiv Gandhi Stadium,Hyderabad,39000,8.8,League,0,Saturday,7.4,4406,39000
364,2024,LSG,KKR,Wankhede Stadium,Mumbai,33000,8.5,League,0,Tuesday,9,3347,33000
365,2024,LSG,DC,Eden Gardens,Kolkata,65000,8,League,0,Monday,7.5,3545,64675
366,2024,CSK,KKR,Wankhede Stadium,Mumbai,33000,9.25,League,1,Wednesday,9,2915,33000
367,2024,RCB,DC,MA Chidambaram Stadium,Chennai,50000,8.65,League,0,Friday,7.8,4374,50000
368,2024,LSG,PBKS,Wankhede Stadium,Mumbai,33000,7.85,League,0,Friday,9,2049,33000
369,2024,GT,SRH,Rajiv Gandhi Stadium,Hyderabad,39000,8.2,Playoffs,0,Thursday,7.4,2485,39000
370,2024,RCB,PBKS,Arun Jaitley Stadium,Delhi,41000,8.5,Playoffs,0,Wednesday,7.9,3968,41000
